order_id,user_id,order_date,total_amount,status,shipping_address,used_coupon_code
48,525,2024-09-08 14:08:38,138600.0,COMPLETED,경상남도 안양시 만안구 봉은사311거리 742-26,
49,693,2023-09-06 10:30:53,832800.0,COMPLETED,세종특별자치시 북구 가락840거리 974,SUMMER25
50,799,2023-10-25 09:14:46,585400.0,COMPLETED,강원도 수원시 장안구 영동대로 72-68,
51,402,2024-10-13 01:15:24,414800.0,COMPLETED,울산광역시 서초구 석촌호수로 554 (성진이동),
52,796,2025-06-01 00:22:43,808000.0,COMPLETED,경기도 용인시 테헤란3길 857-28 (현준배박면),NEW15
53,942,2024-08-13 10:49:18,96700.0,PENDING,광주광역시 구로구 도산대로 190,NEW15
54,544,2024-07-09 08:49:07,776800.0,CANCELLED,경기도 화천군 서초중앙9거리 907-23 (병철류동),
55,699,2023-10-23 22:23:14,93700.0,COMPLETED,울산광역시 중랑구 서초대968길 784,
56,1,2025-01-11 17:20:39,545200.0,PENDING,인천광역시 남구 삼성626거리 719 (서현최읍),
57,392,2023-11-11 21:32:43,533000.0,COMPLETED,강원도 김포시 학동23거리 35-68,
58,274,2023-11-13 16:32:43,734800.0,COMPLETED,제주특별자치도 평창군 가락거리 251,
59,659,2023-12-22 07:52:54,866300.0,COMPLETED,제주특별자치도 동해시 영동대442가 520-89 (서영조읍),SUMMER25
60,524,2025-02-20 07:44:17,38700.0,COMPLETED,대전광역시 노원구 논현4길 282,
61,953,2024-06-02 17:34:35,1159600.0,COMPLETED,인천광역시 양천구 석촌호수로 196 (민준이읍),
62,100,2023-05-21 19:14:10,795000.0,COMPLETED,충청남도 삼척시 서초중앙4가 824-27 (은정나안리),
63,216,2024-12-06 22:36:41,322200.0,SHIPPED,전라남도 과천시 반포대035로 658,SUMMER25
64,916,2023-11-14 15:59:29,528800.0,COMPLETED,경상남도 광명시 백제고분길 386-75,
65,416,2025-03-10 07:39:27,853900.0,COMPLETED,광주광역시 서초구 서초중앙3로 569,NEW15
66,960,2024-09-24 01:10:29,124500.0,COMPLETED,충청남도 부천시 오정구 백제고분2거리 27-32 (주원이박읍),
67,468,2025-03-23 15:31:07,395200.0,COMPLETED,제주특별자치도 제천시 서초중앙길 지하695,
68,870,2022-09-25 11:58:41,331600.0,COMPLETED,부산광역시 금천구 백제고분8로 910 (민준황면),
69,469,2023-06-08 21:52:51,780700.0,CANCELLED,경상북도 안양시 동안구 서초중앙645로 304-17 (광수신마을),NEW15
70,254,2024-07-18 20:07:48,280100.0,PENDING,서울특별시 관악구 테헤란가 451 (지영이마을),SUMMER25
71,928,2023-12-12 00:09:01,61100.0,COMPLETED,충청남도 성남시 중원구 가락길 257 (지영박마을),NEW15
72,875,2024-12-17 18:56:33,516700.0,COMPLETED,대전광역시 영등포구 잠실88로 144-86 (영호곽박읍),
73,770,2022-04-26 01:19:15,494700.0,CANCELLED,충청남도 태백시 양재천길 290,
74,399,2022-05-21 19:17:01,808800.0,COMPLETED,경기도 단양군 잠실2가 444 (은지신마을),
75,105,2024-08-23 23:25:56,529800.0,COMPLETED,대구광역시 송파구 강남대길 614,
76,903,2021-04-08 09:36:41,100800.0,COMPLETED,울산광역시 구로구 잠실가 지하103,
77,766,2025-04-08 07:18:32,443800.0,COMPLETED,경기도 삼척시 학동101길 지하393,SUMMER25
78,845,2024-11-13 23:58:08,273500.0,COMPLETED,광주광역시 동대문구 도산대길 859-97 (광수안김읍),SUMMER25
79,200,2025-02-26 05:56:59,558400.0,COMPLETED,부산광역시 관악구 서초중앙683거리 64,
80,26,2025-06-03 19:19:54,943400.0,COMPLETED,부산광역시 노원구 서초대97길 334-9,SUMMER25
81,856,2024-05-31 21:52:16,323000.0,SHIPPED,충청남도 안산시 상록구 석촌호수9로 330,SUMMER25
82,931,2025-07-31 04:16:23,180800.0,COMPLETED,광주광역시 남구 반포대84거리 614 (미정신마을),SUMMER25
83,482,2025-07-12 11:32:01,188200.0,SHIPPED,광주광역시 성동구 봉은사로 11 (영일김읍),
84,570,2025-04-12 11:44:45,193600.0,SHIPPED,대전광역시 영등포구 선릉길 97-73 (숙자이윤면),
85,992,2024-12-30 02:09:10,490100.0,COMPLETED,대전광역시 북구 테헤란204가 941-93 (정남김면),
86,935,2025-07-29 20:32:49,87900.0,COMPLETED,충청남도 포천시 양재천가 521 (진호백김리),SUMMER25
87,311,2023-02-20 05:05:38,487400.0,COMPLETED,경상남도 제천시 서초중앙36가 261,
88,621,2023-07-18 07:42:40,131000.0,COMPLETED,제주특별자치도 옥천군 서초중앙로 321,NEW15
89,660,2021-06-16 23:52:05,810300.0,COMPLETED,대전광역시 광진구 석촌호수길 433-57,NEW15
90,659,2025-07-17 10:27:11,1349600.0,SHIPPED,전라북도 이천시 양재천6가 213 (아름하읍),SUMMER25
91,205,2024-11-16 12:37:26,1020400.0,COMPLETED,인천광역시 중구 테헤란가 318,NEW15
92,433,2024-11-08 05:48:44,657000.0,COMPLETED,대구광역시 서구 잠실296길 958-65 (준혁김김리),
93,415,2025-08-01 21:11:12,494200.0,COMPLETED,세종특별자치시 광진구 도산대로 733 (지후김리),
94,802,2024-09-07 14:14:11,372400.0,CANCELLED,경상남도 청주시 서원구 양재천가 126-33 (상호나동),
95,452,2024-01-22 19:25:35,579400.0,COMPLETED,충청북도 안산시 상록구 반포대43가 328,
96,70,2023-02-10 23:23:27,498700.0,COMPLETED,경기도 김포시 역삼001가 923,SUMMER25
97,132,2025-05-29 17:54:55,201100.0,PENDING,충청북도 철원군 선릉거리 892 (영자윤김마을),
98,956,2025-07-29 17:03:04,738000.0,PENDING,충청남도 부여군 강남대거리 600,
99,943,2025-04-18 03:35:50,169400.0,COMPLETED,대전광역시 송파구 압구정가 352,
100,465,2024-04-26 02:43:02,178200.0,COMPLETED,대구광역시 북구 도산대로 300-21,
101,89,2025-07-12 02:22:06,897700.0,COMPLETED,대전광역시 영등포구 가락9길 881,
102,688,2024-04-25 06:23:45,501000.0,COMPLETED,광주광역시 남구 테헤란54로 199 (춘자백김마을),
103,587,2025-02-11 16:28:52,532100.0,CANCELLED,부산광역시 강서구 석촌호수4길 980-61 (주원최한면),
104,2,2021-08-10 18:29:45,890100.0,COMPLETED,인천광역시 송파구 선릉684거리 77-87,
105,373,2024-11-28 16:12:05,358200.0,COMPLETED,서울특별시 강동구 학동6가 186-21 (영식민면),
106,871,2025-05-07 13:52:46,741300.0,COMPLETED,경상북도 서천군 백제고분거리 387-89 (정훈김김리),
107,952,2025-02-27 08:57:35,266800.0,COMPLETED,대구광역시 금천구 가락888거리 453-5 (미경이양읍),NEW15
108,468,2023-11-24 09:02:01,1237800.0,SHIPPED,강원도 고양시 백제고분로 522-29,
109,302,2025-07-28 21:16:09,376300.0,COMPLETED,세종특별자치시 금천구 역삼51가 153,
110,199,2025-06-23 15:48:10,584000.0,SHIPPED,전라북도 청주시 흥덕구 가락거리 255,
111,376,2025-07-22 19:22:56,569000.0,SHIPPED,전라남도 당진시 백제고분거리 지하54,
112,979,2024-09-08 01:51:43,480900.0,COMPLETED,경상남도 부여군 봉은사91거리 632-75,SUMMER25
113,372,2025-06-15 06:55:39,323000.0,COMPLETED,서울특별시 강동구 압구정가 941-85 (준서이면),
114,920,2025-07-29 11:55:02,420200.0,COMPLETED,대전광역시 중랑구 도산대63거리 467-36 (상호최리),
115,390,2025-07-23 19:51:05,183000.0,COMPLETED,경기도 춘천시 개포127가 403,
116,727,2025-01-10 03:44:34,587200.0,COMPLETED,경상남도 성남시 잠실6거리 382,
117,788,2025-06-12 20:49:52,470100.0,COMPLETED,부산광역시 은평구 개포676거리 914 (아름오최읍),SUMMER25
118,898,2025-04-12 04:01:33,188400.0,COMPLETED,광주광역시 서대문구 도산대9길 지하545,
119,125,2025-02-28 07:16:15,454900.0,COMPLETED,제주특별자치도 공주시 반포대246길 559,
120,211,2022-11-10 18:42:11,729700.0,COMPLETED,경기도 군포시 논현6거리 636-79,
121,585,2023-05-08 07:49:47,422100.0,COMPLETED,울산광역시 마포구 가락길 881 (영미우강면),
122,541,2024-09-08 13:46:35,405500.0,COMPLETED,대전광역시 영등포구 백제고분가 712,
123,322,2025-07-19 03:04:04,1132200.0,COMPLETED,경기도 수원시 권선구 잠실953로 28-36,SUMMER25
124,722,2025-05-05 14:42:41,847700.0,COMPLETED,전라북도 당진시 언주90거리 803,
125,403,2025-03-01 11:54:05,546400.0,COMPLETED,울산광역시 동작구 선릉가 466,
126,790,2025-06-03 00:28:17,276600.0,SHIPPED,전라남도 부여군 삼성2가 514,NEW15
127,163,2024-06-06 06:08:05,1095800.0,CANCELLED,경기도 영동군 서초대43길 206 (상철박면),
128,915,2024-01-18 12:00:08,112300.0,PENDING,부산광역시 강동구 오금로 지하591,
129,804,2023-08-02 15:32:25,116100.0,COMPLETED,경기도 파주시 가락17거리 668-6,
130,806,2024-06-06 12:46:49,457100.0,PENDING,제주특별자치도 과천시 테헤란79거리 80-62,SUMMER25
131,569,2024-05-08 11:12:52,173700.0,COMPLETED,강원도 영월군 개포117거리 662-62,
132,678,2024-04-11 20:19:47,59700.0,CANCELLED,전라북도 양구군 양재천75가 658,
133,105,2022-11-11 05:13:07,677800.0,COMPLETED,전라북도 천안시 동남구 개포8길 394-17 (지민구면),
134,892,2025-07-25 06:47:33,93700.0,COMPLETED,대구광역시 구로구 압구정로 지하815,SUMMER25
135,673,2024-12-27 06:19:40,666200.0,COMPLETED,광주광역시 관악구 양재천332길 166-61,SUMMER25
136,265,2023-07-26 14:24:23,312800.0,COMPLETED,대구광역시 도봉구 양재천709로 683,SUMMER25
137,104,2025-04-20 19:48:17,214900.0,SHIPPED,경상북도 증평군 영동대387로 383 (주원김심면),
138,855,2025-05-16 14:29:43,872600.0,COMPLETED,경기도 서천군 강남대길 837 (보람윤고마을),NEW15
139,482,2025-03-09 16:07:51,1350700.0,COMPLETED,서울특별시 서대문구 역삼로 601 (진호안김읍),
140,428,2023-01-04 19:12:09,481000.0,COMPLETED,부산광역시 동구 역삼가 684-61,
141,593,2022-07-01 17:46:15,302400.0,PENDING,전라남도 예산군 역삼8가 144-3 (재호성동),
142,662,2025-07-18 08:46:18,925600.0,COMPLETED,경기도 평창군 봉은사469로 696-50 (상훈송리),
143,17,2024-07-13 17:21:48,1102000.0,SHIPPED,울산광역시 서초구 강남대390거리 913-57,NEW15
144,859,2024-01-20 20:56:41,673500.0,COMPLETED,경상남도 고양시 일산동구 압구정로 274-4 (정호김김면),NEW15
145,729,2025-02-04 15:10:15,184400.0,COMPLETED,전라남도 당진시 백제고분가 지하506 (지연최읍),NEW15
146,719,2025-02-03 08:48:37,373200.0,COMPLETED,부산광역시 마포구 역삼로 862 (현정이마을),
147,589,2025-04-12 15:01:09,181200.0,PENDING,울산광역시 송파구 영동대가 576,NEW15
148,909,2022-12-19 16:51:24,526100.0,COMPLETED,전라북도 수원시 서초중앙86길 36-46,
149,456,2025-02-12 13:37:27,215400.0,SHIPPED,전라북도 예산군 서초대0가 883,NEW15
150,970,2025-03-12 08:33:20,373000.0,COMPLETED,경기도 천안시 서북구 서초중앙로 365,SUMMER25
151,907,2024-11-17 21:39:39,681500.0,SHIPPED,울산광역시 강남구 백제고분거리 899-78 (은주김읍),
152,256,2023-06-25 16:00:37,179100.0,PENDING,경상남도 청주시 상당구 압구정가 550-54 (영길이박리),NEW15
153,796,2025-07-30 08:22:30,623100.0,COMPLETED,충청남도 광주시 서초중앙길 847 (중수윤마을),
154,580,2024-07-25 18:12:32,182500.0,COMPLETED,세종특별자치시 강서구 도산대9길 258 (광수박박리),
155,895,2025-02-11 13:16:41,699700.0,COMPLETED,전라남도 수원시 영통구 개포2가 837,
156,716,2025-06-25 03:58:09,599400.0,COMPLETED,전라북도 강릉시 강남대길 744,
157,492,2025-07-19 00:11:37,848900.0,COMPLETED,제주특별자치도 제천시 가락거리 545-38,NEW15
158,399,2024-12-26 00:19:39,336900.0,COMPLETED,충청북도 고성군 테헤란927거리 638,
159,167,2024-11-05 21:04:04,674200.0,COMPLETED,충청북도 충주시 도산대가 13 (미정양김리),
160,622,2024-12-12 10:30:41,343100.0,COMPLETED,강원도 양양군 삼성로 656-90,
161,695,2025-03-26 19:38:01,925400.0,COMPLETED,경기도 화천군 반포대길 260,
162,522,2022-09-30 10:38:20,656200.0,SHIPPED,제주특별자치도 부여군 압구정가 407-45,
163,371,2025-01-09 00:40:57,257900.0,COMPLETED,경상남도 안산시 상록구 서초중앙거리 36 (광수진마을),
164,548,2025-08-01 18:58:14,319500.0,COMPLETED,충청북도 연천군 삼성길 370,
165,231,2025-05-14 20:42:50,627600.0,CANCELLED,대전광역시 용산구 언주길 79 (미숙황읍),
166,928,2024-01-09 13:04:14,921600.0,PENDING,강원도 용인시 처인구 백제고분45가 472-68,
167,56,2020-08-17 19:51:46,254500.0,COMPLETED,세종특별자치시 노원구 반포대가 185,
168,315,2025-04-11 13:21:00,912300.0,COMPLETED,대구광역시 노원구 석촌호수거리 312-41,
169,294,2024-12-10 16:18:08,226400.0,COMPLETED,인천광역시 강동구 삼성461가 643 (영자김박리),SUMMER25
170,653,2025-05-06 06:49:54,821200.0,COMPLETED,광주광역시 은평구 압구정거리 345 (혜진김김마을),
171,748,2023-04-06 06:30:53,1037700.0,COMPLETED,전라남도 예산군 학동495거리 210 (정웅박읍),
172,134,2024-03-11 14:47:14,633400.0,CANCELLED,부산광역시 은평구 가락81로 657-50,
173,755,2025-03-27 03:48:33,618000.0,COMPLETED,서울특별시 서구 석촌호수583거리 지하288 (채원장동),SUMMER25
174,997,2023-04-06 20:02:53,561400.0,COMPLETED,대전광역시 서대문구 오금로 879,NEW15
175,882,2023-09-02 16:16:25,681300.0,CANCELLED,울산광역시 은평구 반포대031길 524-42,
176,535,2023-12-03 18:00:51,746000.0,CANCELLED,울산광역시 노원구 삼성33거리 지하384 (영순이리),SUMMER25
177,301,2024-05-31 11:11:44,792000.0,COMPLETED,충청북도 성남시 분당구 개포327거리 지하489 (준혁장김읍),
178,640,2024-07-17 10:54:27,428900.0,COMPLETED,전라남도 가평군 도산대가 93-95,SUMMER25
179,138,2023-08-21 06:53:41,499700.0,SHIPPED,울산광역시 은평구 개포길 7-16,NEW15
180,618,2025-03-14 02:38:08,314800.0,COMPLETED,광주광역시 동대문구 강남대28로 827,NEW15
181,790,2025-04-06 14:51:52,1049200.0,COMPLETED,강원도 공주시 도산대가 521 (명자이면),SUMMER25
182,645,2025-07-22 07:05:42,866700.0,SHIPPED,광주광역시 중구 서초중앙로 지하646 (종수이최동),
183,245,2023-03-14 20:58:16,644700.0,SHIPPED,대전광역시 구로구 봉은사3길 지하802,NEW15
184,500,2024-07-12 04:19:21,865200.0,COMPLETED,경상남도 양구군 개포가 446-68 (서현박이읍),
185,969,2024-01-02 08:01:18,1043400.0,COMPLETED,강원도 금산군 역삼22가 248 (은영최임리),SUMMER25
186,325,2025-08-05 08:42:58,145000.0,COMPLETED,제주특별자치도 여주시 오금길 815,NEW15
187,157,2025-03-03 01:55:47,456800.0,COMPLETED,인천광역시 영등포구 석촌호수가 882,
188,560,2024-09-15 18:06:58,322400.0,COMPLETED,경상남도 철원군 테헤란로 995-41 (지원장동),NEW15
189,27,2024-10-17 20:41:49,481600.0,PENDING,충청북도 오산시 서초대4길 117-86 (영철윤김리),
190,612,2024-03-02 03:33:06,246500.0,PENDING,세종특별자치시 강동구 논현길 지하750,
191,8,2023-05-04 18:47:44,322700.0,COMPLETED,전라북도 고양시 일산동구 백제고분가 150-56,NEW15
192,153,2025-03-01 06:23:00,522200.0,COMPLETED,충청남도 음성군 삼성74길 106 (동현한동),SUMMER25
193,592,2021-10-26 11:37:28,514700.0,COMPLETED,경상남도 남양주시 학동가 842-65 (지혜김읍),
194,466,2024-01-23 14:05:48,238600.0,CANCELLED,인천광역시 성북구 삼성길 853-17 (상철노이마을),
195,216,2022-02-22 01:09:56,283400.0,COMPLETED,경상북도 수원시 장안구 양재천740거리 931-25 (유진윤민리),
196,969,2024-07-02 01:50:55,204700.0,COMPLETED,제주특별자치도 안산시 학동3가 48-71,
197,204,2023-12-10 17:23:56,479600.0,COMPLETED,충청북도 고양시 일산서구 백제고분가 253,SUMMER25
198,885,2020-09-09 06:10:52,1258300.0,SHIPPED,대구광역시 강서구 오금로 665 (민석김면),SUMMER25
199,394,2024-12-08 02:17:33,835400.0,COMPLETED,강원도 수원시 권선구 압구정길 338 (명숙최읍),
200,303,2024-12-04 09:27:23,498600.0,COMPLETED,인천광역시 강북구 영동대가 195-52 (지민김김마을),
201,273,2025-03-03 21:07:32,460700.0,COMPLETED,대전광역시 강서구 논현8거리 592 (진호윤읍),
202,871,2025-05-18 02:43:01,407100.0,COMPLETED,경상남도 여주시 압구정467길 381-24,
203,220,2022-03-30 03:33:30,579000.0,COMPLETED,광주광역시 서구 강남대7길 601-5 (민서이리),NEW15
204,923,2024-06-14 21:21:32,247800.0,PENDING,대전광역시 양천구 석촌호수70길 533-74 (영철이김동),
205,384,2021-05-30 22:08:54,80100.0,COMPLETED,세종특별자치시 동구 서초중앙가 365-18,
206,516,2023-02-08 16:57:32,432600.0,SHIPPED,광주광역시 송파구 개포7가 360-12 (춘자이박마을),
207,361,2023-01-11 18:48:35,178200.0,COMPLETED,경기도 횡성군 봉은사8길 814,
208,412,2025-04-18 14:10:04,662700.0,COMPLETED,부산광역시 강동구 논현2길 997-69,
209,404,2020-11-17 10:13:43,228700.0,COMPLETED,울산광역시 서대문구 논현3로 지하54 (성호김김면),NEW15
210,75,2025-04-15 19:17:52,219600.0,COMPLETED,충청남도 논산시 오금가 635 (정호이동),
211,132,2025-07-10 23:32:09,466500.0,COMPLETED,서울특별시 마포구 서초중앙6길 785-54,
212,724,2023-06-09 23:07:20,111600.0,COMPLETED,세종특별자치시 서초구 오금33로 451-35,SUMMER25
213,481,2023-10-01 15:35:23,152900.0,SHIPPED,대전광역시 종로구 반포대674거리 142 (건우이면),SUMMER25
214,823,2025-05-17 05:07:53,894800.0,COMPLETED,전라남도 부여군 봉은사가 183 (성현남리),
215,578,2025-05-12 23:14:11,511400.0,SHIPPED,전라북도 영동군 봉은사7거리 236,
216,154,2025-07-28 04:13:36,604000.0,COMPLETED,경상남도 용인시 개포0로 946,
217,647,2021-04-27 15:20:10,555500.0,SHIPPED,경기도 괴산군 테헤란길 290,
218,462,2025-06-07 07:37:45,634200.0,COMPLETED,광주광역시 금천구 오금91거리 747,SUMMER25
219,792,2025-08-02 12:09:59,119700.0,COMPLETED,서울특별시 송파구 삼성30로 486-26,NEW15
220,982,2023-05-09 19:32:57,1088900.0,PENDING,대구광역시 은평구 반포대거리 161-69,SUMMER25
221,419,2025-06-23 02:57:58,374000.0,COMPLETED,부산광역시 강북구 강남대6거리 984,
222,357,2025-06-14 05:31:51,300600.0,COMPLETED,대구광역시 도봉구 테헤란길 154,
223,598,2024-03-27 20:47:34,314400.0,COMPLETED,광주광역시 서대문구 역삼62가 691-32 (경수박최면),
224,396,2023-01-14 23:28:02,80100.0,COMPLETED,전라남도 시흥시 가락거리 946-48,SUMMER25
225,259,2024-11-26 13:06:31,1079000.0,COMPLETED,충청북도 당진시 가락0로 120-96 (은정김이면),
226,368,2024-08-11 23:45:16,295800.0,COMPLETED,강원도 영월군 개포거리 984-59 (정웅김읍),
227,72,2024-11-20 13:38:06,131700.0,COMPLETED,충청남도 구리시 석촌호수897가 632-50,SUMMER25
228,30,2025-05-31 00:10:17,700500.0,COMPLETED,세종특별자치시 노원구 반포대로 893 (민수오김읍),
229,149,2022-06-07 18:04:12,88400.0,PENDING,제주특별자치도 성남시 중원구 가락10가 959 (지우류박리),NEW15
230,700,2021-07-27 18:22:54,684700.0,CANCELLED,울산광역시 금천구 반포대거리 471-72 (시우김박면),SUMMER25
231,219,2024-06-17 23:24:23,367300.0,COMPLETED,광주광역시 금천구 백제고분85가 지하558 (상철최읍),NEW15
232,502,2024-08-30 04:15:30,207300.0,COMPLETED,서울특별시 강서구 잠실1로 899-41 (지민이김마을),SUMMER25
233,426,2024-03-08 00:53:19,192900.0,PENDING,대구광역시 중랑구 잠실90가 550 (준서김면),
234,261,2023-12-10 15:26:43,300900.0,COMPLETED,대구광역시 구로구 삼성로 790 (예은박이동),SUMMER25
235,837,2024-06-08 21:37:36,638100.0,COMPLETED,충청남도 고양시 덕양구 가락7길 650-20 (정순서마을),
236,785,2024-02-11 09:23:54,688400.0,SHIPPED,경기도 안성시 가락거리 878,
237,876,2022-04-23 13:52:15,909400.0,PENDING,전라북도 의왕시 가락0거리 지하519 (정훈이마을),
238,470,2021-07-30 16:50:54,138200.0,COMPLETED,경상남도 시흥시 양재천1로 669 (서연문면),
239,231,2025-06-21 22:33:14,171100.0,COMPLETED,경상남도 고양시 역삼길 298-52,
240,832,2023-03-19 19:58:22,593000.0,COMPLETED,강원도 정선군 잠실18가 590-29,SUMMER25
241,315,2024-10-26 19:26:18,608900.0,PENDING,충청남도 진천군 오금거리 427 (경자김홍동),
242,286,2023-03-01 16:19:02,1247100.0,COMPLETED,세종특별자치시 금천구 논현로 367-38 (명자남김동),
243,556,2025-01-22 00:27:44,399200.0,COMPLETED,인천광역시 성북구 잠실723로 357-24,SUMMER25
244,134,2024-08-16 07:05:53,1148200.0,PENDING,대구광역시 서초구 양재천241길 827-55,
245,124,2025-03-14 08:30:33,508100.0,SHIPPED,서울특별시 동구 영동대로 678-22 (정웅김곽면),SUMMER25
246,906,2024-03-20 18:41:22,547100.0,COMPLETED,경기도 아산시 개포8가 지하820 (지은김읍),
247,894,2021-09-03 20:48:43,438700.0,COMPLETED,서울특별시 금천구 양재천47거리 251,
248,957,2024-05-28 19:57:13,809200.0,COMPLETED,부산광역시 강북구 백제고분거리 지하110 (유진박최마을),SUMMER25
249,394,2022-10-26 06:28:18,152900.0,PENDING,충청남도 하남시 영동대거리 지하569 (준호김동),
250,688,2021-03-19 13:51:03,830800.0,COMPLETED,강원도 평택시 논현75가 67,SUMMER25
251,760,2025-06-17 12:54:02,579300.0,PENDING,경상북도 청주시 청원구 선릉449로 328-8,
252,821,2025-03-09 11:29:06,986200.0,COMPLETED,전라남도 부천시 반포대448거리 931-89 (은영김양읍),
253,48,2025-06-01 14:06:36,305600.0,COMPLETED,충청북도 성남시 중원구 강남대거리 225,
254,324,2024-10-03 07:16:05,194800.0,COMPLETED,부산광역시 영등포구 논현길 294-19,
255,906,2024-08-05 23:08:16,770000.0,PENDING,충청남도 광주시 학동가 675,
256,405,2024-03-25 18:25:42,562800.0,COMPLETED,경상북도 인제군 양재천0로 780,
257,767,2024-03-25 17:21:22,494700.0,SHIPPED,광주광역시 동작구 석촌호수거리 380-90 (승현지김리),
